id|imageFile|creationDate|locationIP|browserUsed|language|content|length
343597383781|photo343597383781.jpg|2010-10-20T16:46:14.588+0000|77.245.239.11|Firefox|||0
343597383782|photo343597383782.jpg|2010-10-20T16:46:15.588+0000|77.245.239.11|Firefox|||0
343597383783|photo343597383783.jpg|2010-10-20T16:46:16.588+0000|77.245.239.11|Firefox|||0
343597383784|photo343597383784.jpg|2010-10-20T16:46:17.588+0000|77.245.239.11|Firefox|||0
343597383785|photo343597383785.jpg|2010-10-20T16:46:18.588+0000|77.245.239.11|Firefox|||0
343597383786|photo343597383786.jpg|2010-10-20T16:46:19.588+0000|77.245.239.11|Firefox|||0
343597383803|photo343597383803.jpg|2010-11-09T13:23:12.803+0000|31.24.165.15|Firefox|||0
343597383804|photo343597383804.jpg|2010-11-09T13:23:13.803+0000|31.24.165.15|Firefox|||0
343597383805|photo343597383805.jpg|2010-11-09T13:23:14.803+0000|31.24.165.15|Firefox|||0
343597383806|photo343597383806.jpg|2010-11-09T13:23:15.803+0000|31.24.165.15|Firefox|||0
343597383807|photo343597383807.jpg|2010-11-09T13:23:16.803+0000|31.24.165.15|Firefox|||0
343597383808|photo343597383808.jpg|2010-11-09T13:23:17.803+0000|31.24.165.15|Firefox|||0
343597383809|photo343597383809.jpg|2010-11-09T13:23:18.803+0000|31.24.165.15|Firefox|||0
343597383810|photo343597383810.jpg|2010-11-09T13:23:19.803+0000|31.24.165.15|Firefox|||0
343597383811|photo343597383811.jpg|2010-11-09T13:23:20.803+0000|31.24.165.15|Firefox|||0
343597383812|photo343597383812.jpg|2010-11-09T13:23:21.803+0000|31.24.165.15|Firefox|||0
343597383813|photo343597383813.jpg|2010-11-09T13:23:22.803+0000|31.24.165.15|Firefox|||0
343597383814|photo343597383814.jpg|2010-11-09T13:23:23.803+0000|31.24.165.15|Firefox|||0
343597383815|photo343597383815.jpg|2010-11-09T13:23:24.803+0000|31.24.165.15|Firefox|||0
343597383816|photo343597383816.jpg|2010-11-09T13:23:25.803+0000|31.24.165.15|Firefox|||0
343597383817|photo343597383817.jpg|2010-11-09T13:23:26.803+0000|31.24.165.15|Firefox|||0
343597383818|photo343597383818.jpg|2010-11-09T13:23:27.803+0000|31.24.165.15|Firefox|||0
343597383819|photo343597383819.jpg|2010-11-09T13:23:28.803+0000|31.24.165.15|Firefox|||0
343597383820|photo343597383820.jpg|2010-11-09T13:23:29.803+0000|31.24.165.15|Firefox|||0
343597383821|photo343597383821.jpg|2010-11-09T13:23:30.803+0000|31.24.165.15|Firefox|||0
343597383822|photo343597383822.jpg|2010-11-09T13:23:31.803+0000|31.24.165.15|Firefox|||0
206158430351|photo206158430351.jpg|2010-06-29T08:17:32.172+0000|31.24.165.15|Firefox|||0
206158430352|photo206158430352.jpg|2010-06-29T08:17:33.172+0000|31.24.165.15|Firefox|||0
206158430353|photo206158430353.jpg|2010-06-29T08:17:34.172+0000|77.71.72.54|Firefox|||0
206158430354|photo206158430354.jpg|2010-06-29T08:17:35.172+0000|31.24.165.15|Firefox|||0
206158430355|photo206158430355.jpg|2010-06-29T08:17:36.172+0000|31.24.165.15|Firefox|||0
206158430356|photo206158430356.jpg|2010-06-29T08:17:37.172+0000|31.24.165.15|Firefox|||0
206158430357|photo206158430357.jpg|2010-06-29T08:17:38.172+0000|31.24.165.15|Firefox|||0
206158430358|photo206158430358.jpg|2010-06-29T08:17:39.172+0000|31.24.165.15|Firefox|||0
206158430359|photo206158430359.jpg|2010-06-29T08:17:40.172+0000|31.24.165.15|Firefox|||0
206158430360|photo206158430360.jpg|2010-06-29T08:17:41.172+0000|31.24.165.15|Firefox|||0
206158430361|photo206158430361.jpg|2010-06-29T08:17:42.172+0000|31.24.165.15|Firefox|||0
206158430362|photo206158430362.jpg|2010-06-29T08:17:43.172+0000|87.192.202.92|Firefox|||0
206158430363|photo206158430363.jpg|2010-06-29T08:17:44.172+0000|31.24.165.15|Firefox|||0
206158430364|photo206158430364.jpg|2010-06-29T08:17:45.172+0000|103.22.137.115|Firefox|||0
206158430365|photo206158430365.jpg|2010-06-29T08:17:46.172+0000|31.24.165.15|Firefox|||0
206158430366|photo206158430366.jpg|2010-06-29T08:17:47.172+0000|31.24.165.15|Firefox|||0
206158430367|photo206158430367.jpg|2010-06-29T08:17:48.172+0000|31.24.165.15|Firefox|||0
206158430368|photo206158430368.jpg|2010-06-29T08:17:49.172+0000|31.24.165.15|Firefox|||0
206158430369|photo206158430369.jpg|2010-06-29T08:17:50.172+0000|31.24.165.15|Firefox|||0
274877907106|photo274877907106.jpg|2010-10-14T16:07:01.552+0000|31.24.165.15|Firefox|||0
274877907107|photo274877907107.jpg|2010-10-14T16:07:02.552+0000|31.24.165.15|Firefox|||0
274877907108|photo274877907108.jpg|2010-10-14T16:07:03.552+0000|31.24.165.15|Firefox|||0
274877907109|photo274877907109.jpg|2010-10-14T16:07:04.552+0000|31.24.165.15|Firefox|||0
274877907110|photo274877907110.jpg|2010-10-14T16:07:05.552+0000|31.24.165.15|Firefox|||0
274877907111|photo274877907111.jpg|2010-10-14T16:07:06.552+0000|31.24.165.15|Firefox|||0
274877907112|photo274877907112.jpg|2010-10-14T16:07:07.552+0000|31.24.165.15|Firefox|||0
274877907113|photo274877907113.jpg|2010-10-14T16:07:08.552+0000|31.24.165.15|Firefox|||0
274877907114|photo274877907114.jpg|2010-10-14T16:07:09.552+0000|31.24.165.15|Firefox|||0
274877907115|photo274877907115.jpg|2010-10-14T16:07:10.552+0000|31.24.165.15|Firefox|||0
274877907116|photo274877907116.jpg|2010-10-14T16:07:11.552+0000|31.24.165.15|Firefox|||0
274877907117|photo274877907117.jpg|2010-10-14T16:07:12.552+0000|31.24.165.15|Firefox|||0
274877907118|photo274877907118.jpg|2010-10-14T16:07:13.552+0000|31.24.165.15|Firefox|||0
274877907119|photo274877907119.jpg|2010-10-14T16:07:14.552+0000|31.24.165.15|Firefox|||0
274877907120|photo274877907120.jpg|2010-10-14T16:07:15.552+0000|31.24.165.15|Firefox|||0
274877907121|photo274877907121.jpg|2010-10-14T16:07:16.552+0000|31.24.165.15|Firefox|||0
68719476914|photo68719476914.jpg|2010-04-12T21:02:58.661+0000|178.76.35.48|Firefox|||0
68719476915|photo68719476915.jpg|2010-04-12T21:02:59.661+0000|31.24.165.15|Firefox|||0
68719476916|photo68719476916.jpg|2010-04-12T21:03:00.661+0000|31.24.165.15|Firefox|||0
68719476917|photo68719476917.jpg|2010-04-12T21:03:01.661+0000|31.24.165.15|Firefox|||0
68719476918|photo68719476918.jpg|2010-04-12T21:03:02.661+0000|31.24.165.15|Firefox|||0
68719476919|photo68719476919.jpg|2010-04-12T21:03:03.661+0000|31.24.165.15|Firefox|||0
68719476920|photo68719476920.jpg|2010-04-12T21:03:04.661+0000|31.24.165.15|Firefox|||0
68719476921|photo68719476921.jpg|2010-04-12T21:03:05.661+0000|31.24.165.15|Firefox|||0
137438953658|photo137438953658.jpg|2010-05-24T00:17:56.462+0000|31.24.165.15|Firefox|||0
137438953659|photo137438953659.jpg|2010-05-24T00:17:57.462+0000|31.24.165.15|Firefox|||0
137438953660|photo137438953660.jpg|2010-05-24T00:17:58.462+0000|195.230.97.93|Firefox|||0
137438953661|photo137438953661.jpg|2010-05-24T00:17:59.462+0000|31.24.165.15|Firefox|||0
137438953662|photo137438953662.jpg|2010-05-24T00:18:00.462+0000|31.24.165.15|Firefox|||0
137438953663|photo137438953663.jpg|2010-05-24T00:18:01.462+0000|31.24.165.15|Firefox|||0
137438953664|photo137438953664.jpg|2010-05-24T00:18:02.462+0000|31.24.165.15|Firefox|||0
137438953665|photo137438953665.jpg|2010-05-24T00:18:03.462+0000|31.24.165.15|Firefox|||0
137438953666|photo137438953666.jpg|2010-05-24T00:18:04.462+0000|31.24.165.15|Firefox|||0
137438953667|photo137438953667.jpg|2010-05-24T00:18:05.462+0000|31.24.165.15|Firefox|||0
137438953668|photo137438953668.jpg|2010-05-24T00:18:06.462+0000|31.24.165.15|Firefox|||0
137438953669|photo137438953669.jpg|2010-05-24T00:18:07.462+0000|31.24.165.15|Firefox|||0
137438953670|photo137438953670.jpg|2010-05-24T00:18:08.462+0000|31.24.165.15|Firefox|||0
137438953671|photo137438953671.jpg|2010-05-24T00:18:09.462+0000|31.24.165.15|Firefox|||0
137438953672|photo137438953672.jpg|2010-05-24T00:18:10.462+0000|31.24.165.15|Firefox|||0
137438953673|photo137438953673.jpg|2010-05-24T00:18:11.462+0000|31.24.165.15|Firefox|||0
137438953674|photo137438953674.jpg|2010-05-24T00:18:12.462+0000|31.24.165.15|Firefox|||0
137438953675|photo137438953675.jpg|2010-05-24T00:18:13.462+0000|31.24.165.15|Firefox|||0
137438953676|photo137438953676.jpg|2010-05-24T00:18:14.462+0000|31.24.165.15|Firefox|||0
206158430413|photo206158430413.jpg|2010-07-14T22:43:04.288+0000|31.24.165.15|Firefox|||0
206158430414|photo206158430414.jpg|2010-07-14T22:43:05.288+0000|31.24.165.15|Firefox|||0
206158430415|photo206158430415.jpg|2010-07-14T22:43:06.288+0000|31.24.165.15|Firefox|||0
206158430416|photo206158430416.jpg|2010-07-14T22:43:07.288+0000|31.24.165.15|Firefox|||0
206158430417|photo206158430417.jpg|2010-07-14T22:43:08.288+0000|31.24.165.15|Firefox|||0
206158430418|photo206158430418.jpg|2010-07-14T22:43:09.288+0000|31.24.165.15|Firefox|||0
206158430419|photo206158430419.jpg|2010-07-14T22:43:10.288+0000|31.24.165.15|Firefox|||0
206158430420|photo206158430420.jpg|2010-07-14T22:43:11.288+0000|31.24.165.15|Firefox|||0
206158430421|photo206158430421.jpg|2010-07-14T22:43:12.288+0000|31.24.165.15|Firefox|||0
206158430422|photo206158430422.jpg|2010-07-14T22:43:13.288+0000|31.24.165.15|Firefox|||0
206158430423|photo206158430423.jpg|2010-07-14T22:43:14.288+0000|31.24.165.15|Firefox|||0
206158430424|photo206158430424.jpg|2010-07-14T22:43:15.288+0000|31.24.165.15|Firefox|||0
206158430425|photo206158430425.jpg|2010-07-14T22:43:16.288+0000|31.24.165.15|Firefox|||0
206158430426|photo206158430426.jpg|2010-07-14T22:43:17.288+0000|31.24.165.15|Firefox|||0
206158430427|photo206158430427.jpg|2010-07-14T22:43:18.288+0000|31.24.165.15|Firefox|||0
274877907164|photo274877907164.jpg|2010-08-25T17:21:11.229+0000|31.24.165.15|Firefox|||0
274877907165|photo274877907165.jpg|2010-08-25T17:21:12.229+0000|31.24.165.15|Firefox|||0
274877907166|photo274877907166.jpg|2010-08-25T17:21:13.229+0000|31.24.165.15|Firefox|||0
274877907167|photo274877907167.jpg|2010-08-25T17:21:14.229+0000|31.24.165.15|Firefox|||0
274877907168|photo274877907168.jpg|2010-08-25T17:21:15.229+0000|31.24.165.15|Firefox|||0
274877907169|photo274877907169.jpg|2010-08-25T17:21:16.229+0000|31.24.165.15|Firefox|||0
274877907170|photo274877907170.jpg|2010-08-25T17:21:17.229+0000|31.24.165.15|Firefox|||0
274877907171|photo274877907171.jpg|2010-08-25T17:21:18.229+0000|31.24.165.15|Firefox|||0
137438953702|photo137438953702.jpg|2010-05-09T03:13:53.696+0000|27.131.221.93|Internet Explorer|||0
137438953703|photo137438953703.jpg|2010-05-09T03:13:54.696+0000|27.131.221.93|Internet Explorer|||0
137438953704|photo137438953704.jpg|2010-05-09T03:13:55.696+0000|27.131.221.93|Internet Explorer|||0
137438953705|photo137438953705.jpg|2010-05-09T03:13:56.696+0000|27.131.221.93|Internet Explorer|||0
137438953706|photo137438953706.jpg|2010-05-09T03:13:57.696+0000|27.131.221.93|Internet Explorer|||0
137438953707|photo137438953707.jpg|2010-05-09T03:13:58.696+0000|27.131.221.93|Internet Explorer|||0
137438953708|photo137438953708.jpg|2010-05-09T03:13:59.696+0000|77.236.188.142|Internet Explorer|||0
137438953709|photo137438953709.jpg|2010-05-09T03:14:00.696+0000|27.131.221.93|Internet Explorer|||0
137438953710|photo137438953710.jpg|2010-05-09T03:14:01.696+0000|27.131.221.93|Internet Explorer|||0
137438953711|photo137438953711.jpg|2010-05-09T03:14:02.696+0000|27.131.221.93|Internet Explorer|||0
137438953712|photo137438953712.jpg|2010-05-09T03:14:03.696+0000|27.131.221.93|Internet Explorer|||0
137438953713|photo137438953713.jpg|2010-05-09T03:14:04.696+0000|27.131.221.93|Internet Explorer|||0
137438953714|photo137438953714.jpg|2010-05-09T03:14:05.696+0000|27.131.221.93|Internet Explorer|||0
137438953715|photo137438953715.jpg|2010-05-09T03:14:06.696+0000|27.131.221.93|Internet Explorer|||0
137438953716|photo137438953716.jpg|2010-05-09T03:14:07.696+0000|27.131.221.93|Internet Explorer|||0
137438953717|photo137438953717.jpg|2010-05-09T03:14:08.696+0000|27.131.221.93|Internet Explorer|||0
137438953718|photo137438953718.jpg|2010-05-09T03:14:09.696+0000|94.66.59.188|Internet Explorer|||0
137438953719|photo137438953719.jpg|2010-05-09T03:14:10.696+0000|27.131.221.93|Internet Explorer|||0
137438953720|photo137438953720.jpg|2010-05-09T03:14:11.696+0000|31.41.88.127|Internet Explorer|||0
137438953721|photo137438953721.jpg|2010-06-20T16:57:53.982+0000|27.131.221.93|Internet Explorer|||0
137438953722|photo137438953722.jpg|2010-06-20T16:57:54.982+0000|27.131.221.93|Internet Explorer|||0
137438953723|photo137438953723.jpg|2010-06-20T16:57:55.982+0000|27.131.221.93|Internet Explorer|||0
137438953724|photo137438953724.jpg|2010-06-20T16:57:56.982+0000|27.131.221.93|Internet Explorer|||0
137438953725|photo137438953725.jpg|2010-06-20T16:57:57.982+0000|27.131.221.93|Internet Explorer|||0
137438953726|photo137438953726.jpg|2010-06-20T16:57:58.982+0000|27.131.221.93|Internet Explorer|||0
137438953727|photo137438953727.jpg|2010-06-20T16:57:59.982+0000|27.131.221.93|Internet Explorer|||0
137438953728|photo137438953728.jpg|2010-06-20T16:58:00.982+0000|27.131.221.93|Internet Explorer|||0
137438953729|photo137438953729.jpg|2010-06-20T16:58:01.982+0000|27.131.221.93|Internet Explorer|||0
274877907202|photo274877907202.jpg|2010-09-25T20:21:00.902+0000|27.131.221.93|Internet Explorer|||0
274877907203|photo274877907203.jpg|2010-09-25T20:21:01.902+0000|27.131.221.93|Internet Explorer|||0
274877907204|photo274877907204.jpg|2010-09-25T20:21:02.902+0000|27.131.221.93|Internet Explorer|||0
274877907205|photo274877907205.jpg|2010-09-25T20:21:03.902+0000|27.131.221.93|Internet Explorer|||0
274877907206|photo274877907206.jpg|2010-09-25T20:21:04.902+0000|27.131.221.93|Internet Explorer|||0
206158430471|photo206158430471.jpg|2010-07-23T07:49:04.590+0000|27.131.221.93|Internet Explorer|||0
206158430472|photo206158430472.jpg|2010-07-23T07:49:05.590+0000|27.131.221.93|Internet Explorer|||0
206158430473|photo206158430473.jpg|2010-07-23T07:49:06.590+0000|27.131.221.93|Internet Explorer|||0
206158430474|photo206158430474.jpg|2010-07-23T07:49:07.590+0000|27.131.221.93|Internet Explorer|||0
206158430475|photo206158430475.jpg|2010-07-23T07:49:08.590+0000|27.131.221.93|Internet Explorer|||0
206158430476|photo206158430476.jpg|2010-07-23T07:49:09.590+0000|27.131.221.93|Internet Explorer|||0
206158430477|photo206158430477.jpg|2010-07-23T07:49:10.590+0000|27.131.221.93|Internet Explorer|||0
206158430478|photo206158430478.jpg|2010-07-23T07:49:11.590+0000|27.131.221.93|Internet Explorer|||0
206158430479|photo206158430479.jpg|2010-07-23T07:49:12.590+0000|27.131.221.93|Internet Explorer|||0
206158430480|photo206158430480.jpg|2010-07-23T07:49:13.590+0000|27.131.221.93|Internet Explorer|||0
206158430481|photo206158430481.jpg|2010-07-23T07:49:14.590+0000|27.131.221.93|Internet Explorer|||0
206158430482|photo206158430482.jpg|2010-07-23T07:49:15.590+0000|27.131.221.93|Internet Explorer|||0
206158430483|photo206158430483.jpg|2010-07-23T07:49:16.590+0000|27.131.221.93|Internet Explorer|||0
206158430484|photo206158430484.jpg|2010-07-23T07:49:17.590+0000|27.131.221.93|Internet Explorer|||0
277|photo277.jpg|2010-02-27T07:50:36.202+0000|27.131.221.93|Internet Explorer|||0
278|photo278.jpg|2010-02-27T07:50:37.202+0000|27.131.221.93|Internet Explorer|||0
279|photo279.jpg|2010-02-27T07:50:38.202+0000|27.131.221.93|Internet Explorer|||0
280|photo280.jpg|2010-02-27T07:50:39.202+0000|27.131.221.93|Internet Explorer|||0
281|photo281.jpg|2010-02-27T07:50:40.202+0000|27.131.221.93|Internet Explorer|||0
282|photo282.jpg|2010-02-27T07:50:41.202+0000|27.131.221.93|Internet Explorer|||0
283|photo283.jpg|2010-02-27T07:50:42.202+0000|27.131.221.93|Internet Explorer|||0
284|photo284.jpg|2010-02-27T07:50:43.202+0000|27.131.221.93|Internet Explorer|||0
285|photo285.jpg|2010-02-27T07:50:44.202+0000|27.131.221.93|Internet Explorer|||0
286|photo286.jpg|2010-02-27T07:50:45.202+0000|27.131.221.93|Internet Explorer|||0
287|photo287.jpg|2010-02-27T07:50:46.202+0000|27.131.221.93|Internet Explorer|||0
288|photo288.jpg|2010-02-27T07:50:47.202+0000|27.131.221.93|Internet Explorer|||0
289|photo289.jpg|2010-02-27T07:50:48.202+0000|27.131.221.93|Internet Explorer|||0
290|photo290.jpg|2010-02-27T07:50:49.202+0000|27.131.221.93|Internet Explorer|||0
291|photo291.jpg|2010-02-27T07:50:50.202+0000|27.131.221.93|Internet Explorer|||0
292|photo292.jpg|2010-02-27T07:50:51.202+0000|27.131.221.93|Internet Explorer|||0
293|photo293.jpg|2010-02-27T07:50:52.202+0000|27.131.221.93|Internet Explorer|||0
294|photo294.jpg|2010-02-27T07:50:53.202+0000|27.131.221.93|Internet Explorer|||0
137438953767|photo137438953767.jpg|2010-05-16T01:40:00.605+0000|27.131.221.93|Internet Explorer|||0
137438953768|photo137438953768.jpg|2010-05-16T01:40:01.605+0000|27.131.221.93|Internet Explorer|||0
137438953769|photo137438953769.jpg|2010-05-16T01:40:02.605+0000|27.131.221.93|Internet Explorer|||0
137438953770|photo137438953770.jpg|2010-05-16T01:40:03.605+0000|27.131.221.93|Internet Explorer|||0
137438953771|photo137438953771.jpg|2010-05-16T01:40:04.605+0000|27.131.221.93|Internet Explorer|||0
137438953772|photo137438953772.jpg|2010-05-16T01:40:05.605+0000|27.131.221.93|Internet Explorer|||0
68719477037|photo68719477037.jpg|2010-03-07T08:06:54.740+0000|27.131.221.93|Internet Explorer|||0
68719477038|photo68719477038.jpg|2010-03-07T08:06:55.740+0000|27.131.221.93|Internet Explorer|||0
206158430511|photo206158430511.jpg|2010-07-02T05:58:42.527+0000|27.131.221.93|Internet Explorer|||0
206158430512|photo206158430512.jpg|2010-07-02T05:58:43.527+0000|27.131.221.93|Internet Explorer|||0
206158430513|photo206158430513.jpg|2010-07-02T05:58:44.527+0000|27.131.221.93|Internet Explorer|||0
274877907250|photo274877907250.jpg|2010-09-15T12:32:32.204+0000|27.131.221.93|Internet Explorer|||0
274877907251|photo274877907251.jpg|2010-09-15T12:32:33.204+0000|27.131.221.93|Internet Explorer|||0
274877907252|photo274877907252.jpg|2010-09-15T12:32:34.204+0000|27.131.221.93|Internet Explorer|||0
274877907253|photo274877907253.jpg|2010-09-15T12:32:35.204+0000|27.131.221.93|Internet Explorer|||0
274877907254|photo274877907254.jpg|2010-09-15T12:32:36.204+0000|27.131.221.93|Internet Explorer|||0
274877907255|photo274877907255.jpg|2010-09-15T12:32:37.204+0000|27.131.221.93|Internet Explorer|||0
274877907256|photo274877907256.jpg|2010-09-15T12:32:38.204+0000|27.131.221.93|Internet Explorer|||0
274877907257|photo274877907257.jpg|2010-09-15T12:32:39.204+0000|27.131.221.93|Internet Explorer|||0
274877907258|photo274877907258.jpg|2010-09-15T12:32:40.204+0000|27.131.221.93|Internet Explorer|||0
274877907259|photo274877907259.jpg|2010-09-15T12:32:41.204+0000|27.131.221.93|Internet Explorer|||0
274877907260|photo274877907260.jpg|2010-09-15T12:32:42.204+0000|27.131.221.93|Internet Explorer|||0
274877907261|photo274877907261.jpg|2010-09-15T12:32:43.204+0000|27.131.221.93|Internet Explorer|||0
274877907262|photo274877907262.jpg|2010-10-03T05:57:20.291+0000|27.131.221.93|Internet Explorer|||0
274877907263|photo274877907263.jpg|2010-10-03T05:57:21.291+0000|27.131.221.93|Internet Explorer|||0
274877907264|photo274877907264.jpg|2010-10-03T05:57:22.291+0000|27.131.221.93|Internet Explorer|||0
274877907265|photo274877907265.jpg|2010-10-03T05:57:23.291+0000|27.131.221.93|Internet Explorer|||0
274877907266|photo274877907266.jpg|2010-10-03T05:57:24.291+0000|27.131.221.93|Internet Explorer|||0
274877907267|photo274877907267.jpg|2010-10-03T05:57:25.291+0000|27.131.221.93|Internet Explorer|||0
137438953796||2010-05-04T01:27:00.426+0000|27.122.45.252|Internet Explorer|tk|About Joe Strummer, writing, radio broadcasting, About Georges Bizet,  were frequently revised and About All Hands on the Bad One, merican i|140
274877907278||2010-09-16T22:49:17.472+0000|196.29.42.107|Firefox|tk|About Fidel Castro, onalizing industry, introducing free healthcare and eduAbout Theodore Roosevelt, nked by|108
