id|type|name|url|place
26|company|LADE|http://dbpedia.org/resource/LADE|61
27|company|Líneas_Aéreas_Federales|http://dbpedia.org/resource/Líneas_Aéreas_Federales|61
28|company|LAN_Argentina|http://dbpedia.org/resource/LAN_Argentina|61
29|company|Sol_Líneas_Aéreas|http://dbpedia.org/resource/Sol_Líneas_Aéreas|61
30|company|Andes_Líneas_Aéreas|http://dbpedia.org/resource/Andes_Líneas_Aéreas|61
31|company|Silver_Sky_Airlines|http://dbpedia.org/resource/Silver_Sky_Airlines|61
32|company|Dinar_Líneas_Aéreas|http://dbpedia.org/resource/Dinar_Líneas_Aéreas|61
33|company|Aerochaco|http://dbpedia.org/resource/Aerochaco|61
34|company|Trans_Australia_Airlines|http://dbpedia.org/resource/Trans_Australia_Airlines|62
35|company|Ansett_Australia|http://dbpedia.org/resource/Ansett_Australia|62
36|company|Skywest_Airlines|http://dbpedia.org/resource/Skywest_Airlines|62
37|company|Virgin_Blue|http://dbpedia.org/resource/Virgin_Blue|62
38|company|Jetstar_Airways|http://dbpedia.org/resource/Jetstar_Airways|62
39|company|Kendell_Airlines|http://dbpedia.org/resource/Kendell_Airlines|62
40|company|Impulse_Airlines|http://dbpedia.org/resource/Impulse_Airlines|62
41|company|Sunshine_Express_Airlines|http://dbpedia.org/resource/Sunshine_Express_Airlines|62
42|company|Norfolk_Jet_Express|http://dbpedia.org/resource/Norfolk_Jet_Express|62
43|company|Alliance_Airlines|http://dbpedia.org/resource/Alliance_Airlines|62
44|company|Aeropelican_Air_Services|http://dbpedia.org/resource/Aeropelican_Air_Services|62
45|company|Aero-Tropics_Air_Services|http://dbpedia.org/resource/Aero-Tropics_Air_Services|62
46|company|Emu_Airways|http://dbpedia.org/resource/Emu_Airways|62
47|company|Cobham_Aviation_Services_Australia|http://dbpedia.org/resource/Cobham_Aviation_Services_Australia|62
48|company|Rossair_(Australia)|http://dbpedia.org/resource/Rossair_(Australia)|62
49|company|Airlines_of_Tasmania|http://dbpedia.org/resource/Airlines_of_Tasmania|62
50|company|Tasman_Cargo_Airlines|http://dbpedia.org/resource/Tasman_Cargo_Airlines|62
51|company|Australian_air_Express|http://dbpedia.org/resource/Australian_air_Express|62
52|company|Toll_Aviation|http://dbpedia.org/resource/Toll_Aviation|62
53|company|Skippers_Aviation|http://dbpedia.org/resource/Skippers_Aviation|62
54|company|Skytrans_Airlines|http://dbpedia.org/resource/Skytrans_Airlines|62
55|company|East-West_Airlines_(Australia)|http://dbpedia.org/resource/East-West_Airlines_(Australia)|62
56|company|Regional_Express_Airlines|http://dbpedia.org/resource/Regional_Express_Airlines|62
57|company|QantasLink|http://dbpedia.org/resource/QantasLink|62
58|company|Flight_West_Airlines|http://dbpedia.org/resource/Flight_West_Airlines|62
59|company|Brindabella_Airlines|http://dbpedia.org/resource/Brindabella_Airlines|62
60|company|Tasair|http://dbpedia.org/resource/Tasair|62
61|company|OzJet|http://dbpedia.org/resource/OzJet|62
62|company|Eastern_Australia_Airlines|http://dbpedia.org/resource/Eastern_Australia_Airlines|62
63|company|Eco_Airlines|http://dbpedia.org/resource/Eco_Airlines|62
64|company|Sunstate_Airlines|http://dbpedia.org/resource/Sunstate_Airlines|62
65|company|HeavyLift_Cargo_Airlines|http://dbpedia.org/resource/HeavyLift_Cargo_Airlines|62
66|company|Palm_Beach_Seaplanes|http://dbpedia.org/resource/Palm_Beach_Seaplanes|62
67|company|SkyAirWorld|http://dbpedia.org/resource/SkyAirWorld|62
68|company|Pacific_Air_Express|http://dbpedia.org/resource/Pacific_Air_Express|62
69|company|RMA_Gold_Airways|http://dbpedia.org/resource/RMA_Gold_Airways|62
70|company|Tiger_Airways_Australia|http://dbpedia.org/resource/Tiger_Airways_Australia|62
71|company|Express_Freighters_Australia|http://dbpedia.org/resource/Express_Freighters_Australia|62
72|company|V_Australia|http://dbpedia.org/resource/V_Australia|62
73|company|Skytraders|http://dbpedia.org/resource/Skytraders|62
74|company|Airtex_Aviation|http://dbpedia.org/resource/Airtex_Aviation|62
75|company|Sharp_Airlines|http://dbpedia.org/resource/Sharp_Airlines|62
76|company|Toll_Priority|http://dbpedia.org/resource/Toll_Priority|62
77|company|AlphaJet_Airlines|http://dbpedia.org/resource/AlphaJet_Airlines|62
78|company|Strategic_Airlines|http://dbpedia.org/resource/Strategic_Airlines|62
79|company|Lauda_Air|http://dbpedia.org/resource/Lauda_Air|3
80|company|Tyrolean_Airways|http://dbpedia.org/resource/Tyrolean_Airways|3
81|company|Niki_(airline)|http://dbpedia.org/resource/Niki_(airline)|3
82|company|Air_Alps|http://dbpedia.org/resource/Air_Alps|3
83|company|Welcome_Air|http://dbpedia.org/resource/Welcome_Air|3
84|company|Amerer_Air|http://dbpedia.org/resource/Amerer_Air|3
85|company|InterSky|http://dbpedia.org/resource/InterSky|3
86|company|LTU_Austria|http://dbpedia.org/resource/LTU_Austria|3
87|company|Styrian_Spirit|http://dbpedia.org/resource/Styrian_Spirit|3
88|company|Teamline_Air|http://dbpedia.org/resource/Teamline_Air|3
89|company|Slovenian_Spirit|http://dbpedia.org/resource/Slovenian_Spirit|3
90|company|Fairline|http://dbpedia.org/resource/Fairline|3
91|company|Austrian_Airlines|http://dbpedia.org/resource/Austrian_Airlines|3
92|company|Jetalliance|http://dbpedia.org/resource/Jetalliance|3
93|company|Tyrolean_Jet_Services|http://dbpedia.org/resource/Tyrolean_Jet_Services|3
94|company|Air_Sylhet|http://dbpedia.org/resource/Air_Sylhet|3
95|company|Robin_Hood_Aviation|http://dbpedia.org/resource/Robin_Hood_Aviation|3
96|company|MAP_Jet|http://dbpedia.org/resource/MAP_Jet|3
97|company|Montana_Austria|http://dbpedia.org/resource/Montana_Austria|3
98|company|Austrojet|http://dbpedia.org/resource/Austrojet|3
99|company|Mali_Air|http://dbpedia.org/resource/Mali_Air|3
100|company|Azerbaijan_Airlines|http://dbpedia.org/resource/Azerbaijan_Airlines|4
101|company|Turan_Air|http://dbpedia.org/resource/Turan_Air|4
102|company|Silk_Way_Airlines|http://dbpedia.org/resource/Silk_Way_Airlines|4
103|company|Azal_Avia_Cargo|http://dbpedia.org/resource/Azal_Avia_Cargo|4
104|company|Imair_Airlines|http://dbpedia.org/resource/Imair_Airlines|4
105|company|SW_Business_Aviation|http://dbpedia.org/resource/SW_Business_Aviation|4
106|company|Belavia|http://dbpedia.org/resource/Belavia|63
107|company|Gomelavia|http://dbpedia.org/resource/Gomelavia|63
108|company|TransAVIAexport_Airlines|http://dbpedia.org/resource/TransAVIAexport_Airlines|63
109|company|Genex|http://dbpedia.org/resource/Genex|63
110|company|Sabena|http://dbpedia.org/resource/Sabena|64
111|company|SN_Brussels_Airlines|http://dbpedia.org/resource/SN_Brussels_Airlines|64
112|company|Virgin_Express|http://dbpedia.org/resource/Virgin_Express|64
113|company|VLM_Airlines|http://dbpedia.org/resource/VLM_Airlines|64
114|company|TNT_Airways|http://dbpedia.org/resource/TNT_Airways|64
115|company|European_Air_Transport|http://dbpedia.org/resource/European_Air_Transport|64
116|company|Thomas_Cook_Airlines_Belgium|http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium|64
117|company|Abelag_Aviation|http://dbpedia.org/resource/Abelag_Aviation|64
118|company|CityBird|http://dbpedia.org/resource/CityBird|64
119|company|Jetairfly|http://dbpedia.org/resource/Jetairfly|64
120|company|Brussels_Airlines|http://dbpedia.org/resource/Brussels_Airlines|64
121|company|Cargo_B_Airlines|http://dbpedia.org/resource/Cargo_B_Airlines|64
122|company|Lloyd_Aéreo_Boliviano|http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano|5
123|company|AeroSur_(Bolivia)|http://dbpedia.org/resource/AeroSur_(Bolivia)|5
124|company|TAM_–_Transporte_Aéreo_Militar|http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar|5
125|company|Amaszonas|http://dbpedia.org/resource/Amaszonas|5
126|company|Aerolíneas_Sudamericanas|http://dbpedia.org/resource/Aerolíneas_Sudamericanas|5
127|company|TAB_–_Transportes_Aéreos_Bolivianos|http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos|5
128|company|Boliviana_de_Aviación|http://dbpedia.org/resource/Boliviana_de_Aviación|5
129|company|Air_Srpska|http://dbpedia.org/resource/Air_Srpska|6
130|company|Arnoro|http://dbpedia.org/resource/Arnoro|6
131|company|B&H_Airlines|http://dbpedia.org/resource/B&H_Airlines|6
132|company|Bosnia_Airlines|http://dbpedia.org/resource/Bosnia_Airlines|6
133|company|Sky_Srpska|http://dbpedia.org/resource/Sky_Srpska|6
134|company|Icar_Air|http://dbpedia.org/resource/Icar_Air|6
135|company|Gol_Transportes_Aéreos|http://dbpedia.org/resource/Gol_Transportes_Aéreos|49
136|company|TAM_Airlines|http://dbpedia.org/resource/TAM_Airlines|49
137|company|VASP|http://dbpedia.org/resource/VASP|49
138|company|Avianca_Brazil|http://dbpedia.org/resource/Avianca_Brazil|49
139|company|Abaeté_Linhas_Aéreas|http://dbpedia.org/resource/Abaeté_Linhas_Aéreas|49
140|company|ABSA_Cargo_Airline|http://dbpedia.org/resource/ABSA_Cargo_Airline|49
141|company|Air_Minas_Linhas_Aéreas|http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas|49
142|company|ATA_Brasil|http://dbpedia.org/resource/ATA_Brasil|49
143|company|Cruiser_Linhas_Aéreas|http://dbpedia.org/resource/Cruiser_Linhas_Aéreas|49
144|company|Fly_Linhas_Aéreas|http://dbpedia.org/resource/Fly_Linhas_Aéreas|49
145|company|Meta_Transportes_Aéreos|http://dbpedia.org/resource/Meta_Transportes_Aéreos|49
146|company|Nordeste_Linhas_Aéreas_Regionais|http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais|49
147|company|Pantanal_Linhas_Aéreas|http://dbpedia.org/resource/Pantanal_Linhas_Aéreas|49
148|company|PENTA_–_Pena_Transportes_Aéreos|http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos|49
149|company|Puma_Air|http://dbpedia.org/resource/Puma_Air|49
150|company|Rico_Linhas_Aéreas|http://dbpedia.org/resource/Rico_Linhas_Aéreas|49
151|company|Rio_Sul_Serviços_Aéreos_Regionais|http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais|49
152|company|Skymaster_Airlines|http://dbpedia.org/resource/Skymaster_Airlines|49
153|company|TAF_Linhas_Aéreas|http://dbpedia.org/resource/TAF_Linhas_Aéreas|49
154|company|Total_Linhas_Aéreas|http://dbpedia.org/resource/Total_Linhas_Aéreas|49
155|company|Varig_Logística|http://dbpedia.org/resource/Varig_Logística|49
156|company|BRA_Transportes_Aéreos|http://dbpedia.org/resource/BRA_Transportes_Aéreos|49
157|company|Gensa|http://dbpedia.org/resource/Gensa|49
158|company|TEAM_Linhas_Aéreas|http://dbpedia.org/resource/TEAM_Linhas_Aéreas|49
159|company|NHT_Linhas_Aéreas|http://dbpedia.org/resource/NHT_Linhas_Aéreas|49
160|company|WebJet_Linhas_Aéreas|http://dbpedia.org/resource/WebJet_Linhas_Aéreas|49
161|company|Passaredo_Linhas_Aéreas|http://dbpedia.org/resource/Passaredo_Linhas_Aéreas|49
162|company|Serviços_Aéreos_Cruzeiro_do_Sul|http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul|49
163|company|Azul_Brazilian_Airlines|http://dbpedia.org/resource/Azul_Brazilian_Airlines|49
164|company|Flex_Linhas_Aéreas|http://dbpedia.org/resource/Flex_Linhas_Aéreas|49
165|company|Master_Top_Airlines|http://dbpedia.org/resource/Master_Top_Airlines|49
166|company|Real_Transportes_Aéreos|http://dbpedia.org/resource/Real_Transportes_Aéreos|49
167|company|ETA_–_Empresa_de_Transporte_Aéreo|http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo|49
168|company|Paraense_Transportes_Aéreos|http://dbpedia.org/resource/Paraense_Transportes_Aéreos|49
169|company|Aerovias_Brasil|http://dbpedia.org/resource/Aerovias_Brasil|49
170|company|Transportes_Aéreos_Nacional|http://dbpedia.org/resource/Transportes_Aéreos_Nacional|49
171|company|SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|49
172|company|TAC_–_Transportes_Aéreos_Catarinense|http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense|49
173|company|SETE_Linhas_Aéreas|http://dbpedia.org/resource/SETE_Linhas_Aéreas|49
174|company|Sol_Linhas_Aéreas|http://dbpedia.org/resource/Sol_Linhas_Aéreas|49
175|company|Whitejets|http://dbpedia.org/resource/Whitejets|49
176|company|Aeronorte|http://dbpedia.org/resource/Aeronorte|49
177|company|VASD_–_Viação_Aérea_Santos_Dumont|http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont|49
178|company|Noar_Linhas_Aéreas|http://dbpedia.org/resource/Noar_Linhas_Aéreas|49
179|company|TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|49
180|company|Air_Vias|http://dbpedia.org/resource/Air_Vias|49
181|company|Aerolloyd_Iguassu|http://dbpedia.org/resource/Aerolloyd_Iguassu|49
182|company|TAM_–_Táxi_Aéreo_Marília|http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília|49
183|company|Linhas_Aéreas_Natal|http://dbpedia.org/resource/Linhas_Aéreas_Natal|49
184|company|Companhia_Itaú_de_Transportes_Aéreos|http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos|49
185|company|Platinum_Air_Linhas_Aéreas|http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas|49
186|company|Balkan_Bulgarian_Airlines|http://dbpedia.org/resource/Balkan_Bulgarian_Airlines|7
187|company|Hemus_Air|http://dbpedia.org/resource/Hemus_Air|7
188|company|Bulgaria_Air|http://dbpedia.org/resource/Bulgaria_Air|7
189|company|Viaggio_Air|http://dbpedia.org/resource/Viaggio_Air|7
190|company|Bulgarian_Air_Charter|http://dbpedia.org/resource/Bulgarian_Air_Charter|7
191|company|BH_Air|http://dbpedia.org/resource/BH_Air|7
192|company|Wizz_Air_Bulgaria|http://dbpedia.org/resource/Wizz_Air_Bulgaria|7
193|company|Heli_Air|http://dbpedia.org/resource/Heli_Air|7
194|company|Cargoair|http://dbpedia.org/resource/Cargoair|7
195|company|President_Airlines|http://dbpedia.org/resource/President_Airlines|67
196|company|Cambodia_Airlines|http://dbpedia.org/resource/Cambodia_Airlines|67
197|company|Royal_Phnom_Penh_Airways|http://dbpedia.org/resource/Royal_Phnom_Penh_Airways|67
198|company|Siem_Reap_Airways_International|http://dbpedia.org/resource/Siem_Reap_Airways_International|67
199|company|Angkor_Airways|http://dbpedia.org/resource/Angkor_Airways|67
200|company|Royal_Khmer_Airlines|http://dbpedia.org/resource/Royal_Khmer_Airlines|67
201|company|PMTair|http://dbpedia.org/resource/PMTair|67
202|company|Kampuchea_Airlines|http://dbpedia.org/resource/Kampuchea_Airlines|67
203|company|Air_Dream|http://dbpedia.org/resource/Air_Dream|67
204|company|Cambodia_Angkor_Air|http://dbpedia.org/resource/Cambodia_Angkor_Air|67
205|company|Cameroon_Airlines|http://dbpedia.org/resource/Cameroon_Airlines|68
206|company|National_Airways_Cameroon|http://dbpedia.org/resource/National_Airways_Cameroon|68
207|company|Elysian_Airlines|http://dbpedia.org/resource/Elysian_Airlines|68
208|company|Air_Leasing_Cameroon|http://dbpedia.org/resource/Air_Leasing_Cameroon|68
209|company|Section_Liaison_Air_Yaoundé|http://dbpedia.org/resource/Section_Liaison_Air_Yaoundé|68
210|company|Air_Canada|http://dbpedia.org/resource/Air_Canada|66
211|company|WestJet|http://dbpedia.org/resource/WestJet|66
212|company|Air_Ontario|http://dbpedia.org/resource/Air_Ontario|66
213|company|Nolinor_Aviation|http://dbpedia.org/resource/Nolinor_Aviation|66
214|company|Regional_1|http://dbpedia.org/resource/Regional_1|66
215|company|Buffalo_Airways|http://dbpedia.org/resource/Buffalo_Airways|66
216|company|Bar_XH_Air|http://dbpedia.org/resource/Bar_XH_Air|66
217|company|Alta_Flights|http://dbpedia.org/resource/Alta_Flights|66
218|company|AllCanada_Express|http://dbpedia.org/resource/AllCanada_Express|66
219|company|Alberta_Citylink|http://dbpedia.org/resource/Alberta_Citylink|66
220|company|Air_Satellite|http://dbpedia.org/resource/Air_Satellite|66
221|company|Kelowna_Flightcraft_Air_Charter|http://dbpedia.org/resource/Kelowna_Flightcraft_Air_Charter|66
222|company|Calm_Air|http://dbpedia.org/resource/Calm_Air|66
223|company|Cargojet_Airways|http://dbpedia.org/resource/Cargojet_Airways|66
224|company|SkyLink_Aviation|http://dbpedia.org/resource/SkyLink_Aviation|66
225|company|KD_Air|http://dbpedia.org/resource/KD_Air|66
226|company|Cougar_Helicopters|http://dbpedia.org/resource/Cougar_Helicopters|66
227|company|Sunwest_Aviation|http://dbpedia.org/resource/Sunwest_Aviation|66
228|company|Summit_Air|http://dbpedia.org/resource/Summit_Air|66
229|company|Perimeter_Aviation|http://dbpedia.org/resource/Perimeter_Aviation|66
230|company|Skyxpress_Airline|http://dbpedia.org/resource/Skyxpress_Airline|66
231|company|Kivalliq_Air|http://dbpedia.org/resource/Kivalliq_Air|66
232|company|Alkan_Air|http://dbpedia.org/resource/Alkan_Air|66
233|company|Air_Southwest_(Canada)|http://dbpedia.org/resource/Air_Southwest_(Canada)|66
234|company|Morningstar_Air_Express|http://dbpedia.org/resource/Morningstar_Air_Express|66
235|company|Val_Air|http://dbpedia.org/resource/Val_Air|66
236|company|Canadian_Helicopters|http://dbpedia.org/resource/Canadian_Helicopters|66
237|company|Corporate_Express_(airline)|http://dbpedia.org/resource/Corporate_Express_(airline)|66
238|company|Brock_Air_Services|http://dbpedia.org/resource/Brock_Air_Services|66
239|company|NAC_Air|http://dbpedia.org/resource/NAC_Air|66
240|company|North_Cariboo_Air|http://dbpedia.org/resource/North_Cariboo_Air|66
241|company|Aeropro|http://dbpedia.org/resource/Aeropro|66
242|company|Pascan_Aviation|http://dbpedia.org/resource/Pascan_Aviation|66
243|company|Arctic_Sunwest_Charters|http://dbpedia.org/resource/Arctic_Sunwest_Charters|66
244|company|Northern_Thunderbird_Air|http://dbpedia.org/resource/Northern_Thunderbird_Air|66
245|company|Flair_Airlines|http://dbpedia.org/resource/Flair_Airlines|66
246|company|Wolverine_Air|http://dbpedia.org/resource/Wolverine_Air|66
247|company|Enerjet|http://dbpedia.org/resource/Enerjet|66
248|company|Propair|http://dbpedia.org/resource/Propair|66
249|company|Air_Afrique_Horizon|http://dbpedia.org/resource/Air_Afrique_Horizon|8
250|company|Toumaï_Air_Tchad|http://dbpedia.org/resource/Toumaï_Air_Tchad|8
251|company|Mid_Express_Tchad|http://dbpedia.org/resource/Mid_Express_Tchad|8
252|company|LAN_Airlines|http://dbpedia.org/resource/LAN_Airlines|69
253|company|Aerovías_DAP|http://dbpedia.org/resource/Aerovías_DAP|69
254|company|Alpine_Air_Express_Chile|http://dbpedia.org/resource/Alpine_Air_Express_Chile|69
255|company|Sky_Airline|http://dbpedia.org/resource/Sky_Airline|69
256|company|Aerocardal|http://dbpedia.org/resource/Aerocardal|69
257|company|Air_Comet_Chile|http://dbpedia.org/resource/Air_Comet_Chile|69
258|company|LAN_Express|http://dbpedia.org/resource/LAN_Express|69
259|company|DAP_Helicópteros|http://dbpedia.org/resource/DAP_Helicópteros|69
260|company|PAL_Airlines|http://dbpedia.org/resource/PAL_Airlines|69
261|company|SAM_Colombia|http://dbpedia.org/resource/SAM_Colombia|70
262|company|ACES_Colombia|http://dbpedia.org/resource/ACES_Colombia|70
263|company|SCADTA|http://dbpedia.org/resource/SCADTA|70
264|company|Tampa_Cargo|http://dbpedia.org/resource/Tampa_Cargo|70
265|company|AeroSucre|http://dbpedia.org/resource/AeroSucre|70
266|company|AeroTACA|http://dbpedia.org/resource/AeroTACA|70
267|company|Intercontinental_de_Aviación|http://dbpedia.org/resource/Intercontinental_de_Aviación|70
268|company|SATENA|http://dbpedia.org/resource/SATENA|70
269|company|West_Caribbean_Airways|http://dbpedia.org/resource/West_Caribbean_Airways|70
270|company|Helicol|http://dbpedia.org/resource/Helicol|70
271|company|AIRES|http://dbpedia.org/resource/AIRES|70
272|company|Avianca_Cargo|http://dbpedia.org/resource/Avianca_Cargo|70
273|company|SACO_(Colombia)|http://dbpedia.org/resource/SACO_(Colombia)|70
274|company|AeroCóndor|http://dbpedia.org/resource/AeroCóndor|70
275|company|Líneas_Aéreas_Suramericanas|http://dbpedia.org/resource/Líneas_Aéreas_Suramericanas|70
276|company|Aerolínea_de_Antioquia|http://dbpedia.org/resource/Aerolínea_de_Antioquia|70
277|company|APSA_Colombia|http://dbpedia.org/resource/APSA_Colombia|70
278|company|Aexpa|http://dbpedia.org/resource/Aexpa|70
279|company|Vertical_de_Aviación|http://dbpedia.org/resource/Vertical_de_Aviación|70
280|company|SARPA|http://dbpedia.org/resource/SARPA|70
281|company|Helicargo|http://dbpedia.org/resource/Helicargo|70
282|company|Central_Charter_de_Colombia|http://dbpedia.org/resource/Central_Charter_de_Colombia|70
283|company|Cosmos_Air_Cargo|http://dbpedia.org/resource/Cosmos_Air_Cargo|70
284|company|SADELCA|http://dbpedia.org/resource/SADELCA|70
285|company|Cargo_Express|http://dbpedia.org/resource/Cargo_Express|70
286|company|AeroSur_(Colombia)|http://dbpedia.org/resource/AeroSur_(Colombia)|70
287|company|Colombian_Air_Cargo|http://dbpedia.org/resource/Colombian_Air_Cargo|70
288|company|TAC_Colombia|http://dbpedia.org/resource/TAC_Colombia|70
289|company|EasyFly|http://dbpedia.org/resource/EasyFly|70
290|company|Líneas_Aéreas_La_Urraca|http://dbpedia.org/resource/Líneas_Aéreas_La_Urraca|70
291|company|Copa_Airlines_Colombia|http://dbpedia.org/resource/Copa_Airlines_Colombia|70
292|company|Croatia_Airlines|http://dbpedia.org/resource/Croatia_Airlines|9
293|company|Air_Adriatic|http://dbpedia.org/resource/Air_Adriatic|9
294|company|Dubrovnik_Airline|http://dbpedia.org/resource/Dubrovnik_Airline|9
295|company|Trade_Air|http://dbpedia.org/resource/Trade_Air|9
296|company|Cubana_de_Aviación|http://dbpedia.org/resource/Cubana_de_Aviación|71
297|company|Aero_Caribbean|http://dbpedia.org/resource/Aero_Caribbean|71
298|company|Aerogaviota|http://dbpedia.org/resource/Aerogaviota|71
299|company|Czech_Airlines|http://dbpedia.org/resource/Czech_Airlines|72
300|company|Travel_Service_Airlines|http://dbpedia.org/resource/Travel_Service_Airlines|72
301|company|SmartWings|http://dbpedia.org/resource/SmartWings|72
302|company|ABS_Jets|http://dbpedia.org/resource/ABS_Jets|72
303|company|Charter_Air|http://dbpedia.org/resource/Charter_Air|72
304|company|Central_Connect_Airlines|http://dbpedia.org/resource/Central_Connect_Airlines|72
305|company|Euro_Cargo_Air|http://dbpedia.org/resource/Euro_Cargo_Air|72
306|company|Grossmann_Jet_Service|http://dbpedia.org/resource/Grossmann_Jet_Service|72
307|company|Silver_Air_(Czech_Republic)|http://dbpedia.org/resource/Silver_Air_(Czech_Republic)|72
308|company|Business_Aviation|http://dbpedia.org/resource/Business_Aviation|73
309|company|Hewa_Bora_Airways|http://dbpedia.org/resource/Hewa_Bora_Airways|73
310|company|Wimbi_Dira_Airways|http://dbpedia.org/resource/Wimbi_Dira_Airways|73
311|company|Bravo_Air_Congo|http://dbpedia.org/resource/Bravo_Air_Congo|73
312|company|Air_Tropiques|http://dbpedia.org/resource/Air_Tropiques|73
313|company|Air_Kasai|http://dbpedia.org/resource/Air_Kasai|73
314|company|Flight_Express|http://dbpedia.org/resource/Flight_Express|73
315|company|Lignes_Aériennes_Congolaises|http://dbpedia.org/resource/Lignes_Aériennes_Congolaises|73
316|company|Trans_Service_Airlift|http://dbpedia.org/resource/Trans_Service_Airlift|73
317|company|Kivu_Air|http://dbpedia.org/resource/Kivu_Air|73
318|company|Kinshasa_Airways|http://dbpedia.org/resource/Kinshasa_Airways|73
319|company|Malift_Air|http://dbpedia.org/resource/Malift_Air|73
320|company|MIBA_Aviation|http://dbpedia.org/resource/MIBA_Aviation|73
321|company|Africa_One|http://dbpedia.org/resource/Africa_One|73
322|company|Free_Airlines|http://dbpedia.org/resource/Free_Airlines|73
323|company|Great_Lakes_Business_Company|http://dbpedia.org/resource/Great_Lakes_Business_Company|73
324|company|Karibu_Airways|http://dbpedia.org/resource/Karibu_Airways|73
325|company|AirDC|http://dbpedia.org/resource/AirDC|73
326|company|Agefreco_Air|http://dbpedia.org/resource/Agefreco_Air|73
327|company|Filair|http://dbpedia.org/resource/Filair|73
328|company|Scibe_Airlift|http://dbpedia.org/resource/Scibe_Airlift|73
329|company|Korongo|http://dbpedia.org/resource/Korongo|73
330|company|Congo_Express|http://dbpedia.org/resource/Congo_Express|73
331|company|TMK_Air_Commuter|http://dbpedia.org/resource/TMK_Air_Commuter|73
332|company|Sterling_Airlines|http://dbpedia.org/resource/Sterling_Airlines|10
333|company|Maersk_Air|http://dbpedia.org/resource/Maersk_Air|10
334|company|DAT_Danish_Air_Transport|http://dbpedia.org/resource/DAT_Danish_Air_Transport|10
335|company|Air_Alsie|http://dbpedia.org/resource/Air_Alsie|10
336|company|Copenhagen_Air_Taxi|http://dbpedia.org/resource/Copenhagen_Air_Taxi|10
337|company|SAS_Commuter|http://dbpedia.org/resource/SAS_Commuter|10
338|company|Star_Air_(Maersk_Air)|http://dbpedia.org/resource/Star_Air_(Maersk_Air)|10
